,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
38952,smithbi01,1986,NYI,NHL,G,40.0,0.0,2.0,2.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
38953,smithbi01,1987,NYI,NHL,G,38.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
38954,smithbi01,1988,NYI,NHL,G,17.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
38991,smithbr04,2002,NYI,NHL,D,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandon Smith
39259,smithro02,1972,NYI,NHL,D,11.0,1.0,1.0,2.0,14.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ron Smith
39312,smithtr01,2008,NYI,NHL,C,7.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trevor Smith
39314,smithve01,1984,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vern Smith
39321,smithwy01,2005,NYI,NHL,C,42.0,0.0,8.0,8.0,26.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wyatt Smith
39334,smolibr01,1996,NYI,NHL,L,64.0,28.0,28.0,56.0,25.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Smolinski
39335,smolibr01,1997,NYI,NHL,C,81.0,13.0,30.0,43.0,34.0,-16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Smolinski
39336,smolibr01,1998,NYI,NHL,C,82.0,16.0,24.0,40.0,49.0,-7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Smolinski
39410,smythry01,2006,NYI,NHL,L,18.0,5.0,10.0,15.0,14.0,0.0,1.0,0.0,5.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,Ryan Smyth
39454,snowga01,2001,NYI,NHL,G,25.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth Snow
39455,snowga01,2002,NYI,NHL,G,43.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth Snow
39456,snowga01,2003,NYI,NHL,G,39.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth Snow
39457,snowga01,2005,NYI,NHL,G,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garth Snow
39486,soderto01,1994,NYI,NHL,G,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Soderstrom
39487,soderto01,1995,NYI,NHL,G,51.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Soderstrom
39488,soderto01,1996,NYI,NHL,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Soderstrom
39536,sopelbr01,2005,NYI,NHL,D,57.0,2.0,25.0,27.0,64.0,-9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Sopel
39622,spencbr01,1972,NYI,NHL,L,78.0,14.0,24.0,38.0,90.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Spencer
39623,spencbr01,1973,NYI,NHL,L,54.0,5.0,16.0,21.0,65.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Spencer
39655,spillma01,2007,NYI,NHL,D,9.0,0.0,1.0,1.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Spiller
39750,staiost01,2011,NYI,NHL,D,65.0,0.0,8.0,8.0,53.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Staios
39867,stantpa01,1994,NYI,NHL,D,18.0,0.0,4.0,4.0,9.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Stanton
39883,staplmi01,2000,NYI,NHL,C,34.0,1.0,4.0,5.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Stapleton
40159,stevemi01,1988,NYI,NHL,L,9.0,1.0,0.0,1.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Stevens
40336,stewara01,1972,NYI,NHL,C,31.0,4.0,10.0,14.0,4.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ralph Stewart
40337,stewara01,1973,NYI,NHL,C,67.0,23.0,20.0,43.0,6.0,-7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ralph Stewart
40338,stewara01,1974,NYI,NHL,C,70.0,16.0,24.0,40.0,12.0,-9.0,6.0,1.0,13.0,3.0,3.0,6.0,2.0,1.0,0.0,0.0,Ralph Stewart
40339,stewara01,1975,NYI,NHL,C,31.0,6.0,7.0,13.0,2.0,3.0,0.0,1.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,Ralph Stewart
40365,stewaro01,1972,NYI,NHL,R,22.0,2.0,2.0,4.0,4.0,-17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ron Stewart
40396,stlauan01,1973,NYI,NHL,C,42.0,5.0,9.0,14.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andre St. Laurent
40397,stlauan01,1974,NYI,NHL,C,78.0,14.0,27.0,41.0,60.0,22.0,1.0,0.0,15.0,2.0,2.0,4.0,6.0,1.0,0.0,0.0,Andre St. Laurent
40398,stlauan01,1975,NYI,NHL,C,67.0,9.0,17.0,26.0,56.0,14.0,0.0,0.0,13.0,1.0,5.0,6.0,15.0,0.0,0.0,0.0,Andre St. Laurent
40399,stlauan01,1976,NYI,NHL,C,72.0,10.0,13.0,23.0,55.0,8.0,2.0,0.0,12.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,Andre St. Laurent
40400,stlauan01,1977,NYI,NHL,C,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andre St. Laurent
40542,strakma01,1995,NYI,NHL,L,22.0,2.0,10.0,12.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Martin Straka
40575,streima01,2008,NYI,NHL,D,74.0,16.0,40.0,56.0,62.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Streit
40576,streima01,2009,NYI,NHL,D,82.0,11.0,38.0,49.0,48.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Streit
40577,streima01,2011,NYI,NHL,D,82.0,7.0,40.0,47.0,46.0,-27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Streit
40585,strudja01,1995,NYI,NHL,D,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Strudwick
40586,strudja01,1997,NYI,NHL,D,17.0,0.0,1.0,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Strudwick
40916,suttebr02,1980,NYI,NHL,C,3.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Sutter
40917,suttebr02,1981,NYI,NHL,C,43.0,21.0,22.0,43.0,114.0,28.0,3.0,0.0,19.0,2.0,6.0,8.0,36.0,0.0,0.0,0.0,Brent Sutter
40918,suttebr02,1982,NYI,NHL,C,80.0,21.0,19.0,40.0,128.0,14.0,1.0,0.0,20.0,10.0,11.0,21.0,26.0,3.0,0.0,0.0,Brent Sutter
40919,suttebr02,1983,NYI,NHL,C,69.0,34.0,15.0,49.0,69.0,4.0,7.0,0.0,20.0,4.0,10.0,14.0,18.0,0.0,1.0,0.0,Brent Sutter
40920,suttebr02,1984,NYI,NHL,C,72.0,42.0,60.0,102.0,51.0,42.0,12.0,0.0,10.0,3.0,3.0,6.0,14.0,1.0,0.0,0.0,Brent Sutter
40921,suttebr02,1985,NYI,NHL,C,61.0,24.0,31.0,55.0,74.0,11.0,10.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Brent Sutter
40922,suttebr02,1986,NYI,NHL,C,69.0,27.0,36.0,63.0,73.0,23.0,6.0,3.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,Brent Sutter
40923,suttebr02,1987,NYI,NHL,C,70.0,29.0,31.0,60.0,55.0,13.0,11.0,2.0,6.0,2.0,1.0,3.0,18.0,0.0,1.0,0.0,Brent Sutter
40924,suttebr02,1988,NYI,NHL,C,77.0,29.0,34.0,63.0,77.0,-12.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Sutter
40925,suttebr02,1989,NYI,NHL,C,67.0,33.0,35.0,68.0,65.0,9.0,17.0,3.0,5.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,Brent Sutter
40926,suttebr02,1990,NYI,NHL,C,75.0,21.0,32.0,53.0,49.0,-8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Sutter
40927,suttebr02,1991,NYI,NHL,C,8.0,4.0,6.0,10.0,6.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Sutter
40952,suttedu01,1979,NYI,NHL,R,56.0,15.0,9.0,24.0,55.0,5.0,0.0,0.0,21.0,3.0,7.0,10.0,74.0,0.0,0.0,0.0,Duane Sutter
40953,suttedu01,1980,NYI,NHL,R,23.0,7.0,11.0,18.0,26.0,-8.0,1.0,0.0,12.0,3.0,1.0,4.0,10.0,0.0,0.0,0.0,Duane Sutter
40954,suttedu01,1981,NYI,NHL,R,77.0,18.0,35.0,53.0,100.0,23.0,4.0,0.0,19.0,5.0,5.0,10.0,57.0,0.0,0.0,0.0,Duane Sutter
40955,suttedu01,1982,NYI,NHL,R,75.0,13.0,19.0,32.0,118.0,8.0,1.0,0.0,20.0,9.0,12.0,21.0,43.0,2.0,0.0,0.0,Duane Sutter
40956,suttedu01,1983,NYI,NHL,R,78.0,17.0,23.0,40.0,94.0,2.0,2.0,0.0,21.0,1.0,3.0,4.0,48.0,0.0,0.0,0.0,Duane Sutter
40957,suttedu01,1984,NYI,NHL,R,78.0,17.0,24.0,41.0,174.0,-12.0,1.0,0.0,10.0,0.0,2.0,2.0,47.0,0.0,0.0,0.0,Duane Sutter
40958,suttedu01,1985,NYI,NHL,R,80.0,20.0,33.0,53.0,157.0,15.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,Duane Sutter
40959,suttedu01,1986,NYI,NHL,R,80.0,14.0,17.0,31.0,169.0,1.0,1.0,0.0,14.0,1.0,0.0,1.0,26.0,0.0,0.0,0.0,Duane Sutter
40993,suttero01,1994,NYI,NHL,C,27.0,1.0,4.0,5.0,21.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ron Sutter
41009,suttoan01,2007,NYI,NHL,D,58.0,1.0,7.0,8.0,86.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andy Sutton
41010,suttoan01,2008,NYI,NHL,D,23.0,2.0,8.0,10.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andy Sutton
41011,suttoan01,2009,NYI,NHL,D,54.0,4.0,8.0,12.0,73.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andy Sutton
41028,suttoke01,2001,NYI,NHL,D,21.0,0.0,2.0,2.0,8.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Sutton
41116,sweenbo01,1995,NYI,NHL,C,66.0,6.0,6.0,12.0,59.0,-23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Sweeney
41339,tambeje01,2005,NYI,NHL,L,21.0,1.0,3.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Tambellini
41340,tambeje01,2006,NYI,NHL,L,23.0,2.0,7.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Tambellini
41341,tambeje01,2007,NYI,NHL,L,31.0,1.0,3.0,4.0,8.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Tambellini
41342,tambeje01,2008,NYI,NHL,L,65.0,7.0,8.0,15.0,32.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Tambellini
41343,tambeje01,2009,NYI,NHL,L,36.0,7.0,7.0,14.0,14.0,-8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Tambellini
41345,tambest01,1978,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Tambellini
41346,tambest01,1979,NYI,NHL,C,45.0,5.0,8.0,13.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Tambellini
41347,tambest01,1980,NYI,NHL,C,61.0,19.0,17.0,36.0,17.0,-12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Tambellini
41459,tarnsdi01,2001,NYI,NHL,D,62.0,3.0,16.0,19.0,38.0,-12.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Dick Tarnstrom
41475,tavarjo01,2009,NYI,NHL,C,82.0,24.0,30.0,54.0,22.0,-14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Tavares
41476,tavarjo01,2010,NYI,NHL,C,79.0,29.0,38.0,67.0,53.0,-16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Tavares
41477,tavarjo01,2011,NYI,NHL,C,82.0,31.0,50.0,81.0,26.0,-6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Tavares
41494,tayloch01,1994,NYI,NHL,C,10.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Taylor
41495,tayloch01,1995,NYI,NHL,C,11.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Taylor
41496,tayloch01,1996,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Taylor
41574,tealvi01,1973,NYI,NHL,R,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vic Teal
41622,terrech01,2000,NYI,NHL,G,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Terreri
41699,thibagi01,1989,NYI,NHL,C,20.0,4.0,4.0,8.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gilles Thibaudeau
41749,thomast01,1991,NYI,NHL,R,71.0,28.0,42.0,70.0,71.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Thomas
41750,thomast01,1992,NYI,NHL,R,79.0,37.0,50.0,87.0,111.0,3.0,12.0,0.0,18.0,9.0,8.0,17.0,37.0,1.0,0.0,0.0,Steve Thomas
41751,thomast01,1993,NYI,NHL,R,78.0,42.0,33.0,75.0,139.0,-9.0,17.0,0.0,4.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,Steve Thomas
41752,thomast01,1994,NYI,NHL,R,47.0,11.0,15.0,26.0,60.0,-14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Thomas
41806,thompna01,2008,NYI,NHL,C,43.0,2.0,2.0,4.0,49.0,-11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nate Thompson
41807,thompna01,2009,NYI,NHL,C,39.0,1.0,5.0,6.0,39.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nate Thompson
41960,tichymi01,1994,NYI,NHL,D,2.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan Tichy
41961,tichymi01,1995,NYI,NHL,D,8.0,0.0,4.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan Tichy
42000,timanma01,2002,NYI,NHL,D,80.0,3.0,13.0,16.0,24.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mattias Timander
42001,timanma01,2003,NYI,NHL,D,5.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mattias Timander
42195,tomsje01,2000,NYI,NHL,L,39.0,2.0,4.0,6.0,10.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeff Toms
42205,toneljo01,1978,NYI,NHL,L,73.0,17.0,39.0,56.0,44.0,29.0,1.0,0.0,10.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,John Tonelli
42206,toneljo01,1979,NYI,NHL,L,77.0,14.0,30.0,44.0,49.0,8.0,3.0,0.0,21.0,7.0,9.0,16.0,18.0,0.0,0.0,0.0,John Tonelli
42207,toneljo01,1980,NYI,NHL,L,70.0,20.0,32.0,52.0,57.0,8.0,2.0,0.0,16.0,5.0,8.0,13.0,16.0,0.0,0.0,0.0,John Tonelli
42208,toneljo01,1981,NYI,NHL,L,80.0,35.0,58.0,93.0,57.0,48.0,5.0,0.0,19.0,6.0,10.0,16.0,18.0,1.0,0.0,0.0,John Tonelli
42209,toneljo01,1982,NYI,NHL,L,76.0,31.0,40.0,71.0,55.0,30.0,8.0,1.0,20.0,7.0,11.0,18.0,20.0,0.0,0.0,0.0,John Tonelli
42210,toneljo01,1983,NYI,NHL,L,73.0,27.0,40.0,67.0,66.0,21.0,5.0,1.0,17.0,1.0,3.0,4.0,31.0,0.0,0.0,0.0,John Tonelli
42211,toneljo01,1984,NYI,NHL,L,80.0,42.0,58.0,100.0,95.0,50.0,8.0,1.0,10.0,1.0,8.0,9.0,10.0,0.0,0.0,0.0,John Tonelli
42212,toneljo01,1985,NYI,NHL,L,65.0,20.0,41.0,61.0,50.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Tonelli
42266,torrera01,2001,NYI,NHL,L,14.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raffi Torres
42267,torrera01,2002,NYI,NHL,L,17.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raffi Torres
42298,townsgr01,1991,NYI,NHL,R,7.0,1.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Graeme Townshend
42299,townsgr01,1992,NYI,NHL,R,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Graeme Townshend
42438,trottbr01,1975,NYI,NHL,C,80.0,32.0,63.0,95.0,21.0,28.0,11.0,1.0,13.0,1.0,7.0,8.0,8.0,0.0,0.0,1.0,Bryan Trottier
42439,trottbr01,1976,NYI,NHL,C,76.0,30.0,42.0,72.0,34.0,28.0,11.0,1.0,12.0,2.0,8.0,10.0,2.0,0.0,0.0,1.0,Bryan Trottier
42440,trottbr01,1977,NYI,NHL,C,77.0,46.0,77.0,123.0,46.0,52.0,13.0,2.0,7.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,Bryan Trottier
42441,trottbr01,1978,NYI,NHL,C,76.0,47.0,87.0,134.0,50.0,76.0,15.0,0.0,10.0,2.0,4.0,6.0,13.0,0.0,0.0,1.0,Bryan Trottier
42442,trottbr01,1979,NYI,NHL,C,78.0,42.0,62.0,104.0,68.0,31.0,15.0,0.0,21.0,12.0,17.0,29.0,16.0,4.0,2.0,1.0,Bryan Trottier
42443,trottbr01,1980,NYI,NHL,C,73.0,31.0,72.0,103.0,74.0,49.0,9.0,2.0,18.0,11.0,18.0,29.0,34.0,4.0,2.0,1.0,Bryan Trottier
42444,trottbr01,1981,NYI,NHL,C,80.0,50.0,79.0,129.0,88.0,70.0,18.0,2.0,19.0,6.0,23.0,29.0,40.0,2.0,0.0,1.0,Bryan Trottier
42445,trottbr01,1982,NYI,NHL,C,80.0,34.0,55.0,89.0,68.0,37.0,13.0,0.0,17.0,8.0,12.0,20.0,18.0,3.0,0.0,1.0,Bryan Trottier
42446,trottbr01,1983,NYI,NHL,C,68.0,40.0,71.0,111.0,59.0,70.0,7.0,3.0,21.0,8.0,6.0,14.0,49.0,1.0,0.0,1.0,Bryan Trottier
42447,trottbr01,1984,NYI,NHL,C,68.0,28.0,31.0,59.0,47.0,5.0,4.0,5.0,10.0,4.0,2.0,6.0,8.0,1.0,0.0,1.0,Bryan Trottier
42448,trottbr01,1985,NYI,NHL,C,78.0,37.0,59.0,96.0,72.0,29.0,5.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,Bryan Trottier
42449,trottbr01,1986,NYI,NHL,C,80.0,23.0,64.0,87.0,50.0,3.0,13.0,0.0,14.0,8.0,5.0,13.0,12.0,3.0,0.0,1.0,Bryan Trottier
42450,trottbr01,1987,NYI,NHL,C,77.0,30.0,52.0,82.0,48.0,10.0,15.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,Bryan Trottier
42451,trottbr01,1988,NYI,NHL,C,73.0,17.0,28.0,45.0,44.0,-7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bryan Trottier
42452,trottbr01,1989,NYI,NHL,C,59.0,13.0,11.0,24.0,29.0,-11.0,4.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,Bryan Trottier
42532,tuckejo01,1990,NYI,NHL,C,20.0,3.0,4.0,7.0,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Tucker
42573,tuomama01,2001,NYI,NHL,R,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marko Tuomainen
42619,turgepi01,1991,NYI,NHL,C,69.0,38.0,49.0,87.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pierre Turgeon
42620,turgepi01,1992,NYI,NHL,C,83.0,58.0,74.0,132.0,26.0,-1.0,24.0,0.0,11.0,6.0,7.0,13.0,0.0,1.0,0.0,0.0,Pierre Turgeon
42621,turgepi01,1993,NYI,NHL,C,69.0,38.0,56.0,94.0,18.0,14.0,10.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Pierre Turgeon
42622,turgepi01,1994,NYI,NHL,C,34.0,13.0,14.0,27.0,10.0,-12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pierre Turgeon
42687,turnebr01,1991,NYI,NHL,D,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Turner
42792,ullstda01,2011,NYI,NHL,L,29.0,4.0,4.0,8.0,6.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Ullstrom
42854,vachoni01,1996,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nick Vachon
42944,valiqst01,1999,NYI,NHL,G,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephen Valiquette
42998,vanbijo01,2000,NYI,NHL,G,44.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Vanbiesbrouck
43066,vanimda01,2001,NYI,NHL,D,14.0,1.0,2.0,3.0,16.0,6.0,0.0,0.0,7.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,Darren Van Impe
43120,vasicjo01,2007,NYI,NHL,C,81.0,16.0,19.0,35.0,53.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josef Vasicek
43124,vasilan01,1994,NYI,NHL,L,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrei Vasilyev
43125,vasilan01,1995,NYI,NHL,L,10.0,2.0,5.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrei Vasilyev
43126,vasilan01,1996,NYI,NHL,L,3.0,0.0,0.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrei Vasilyev
43133,vaskede01,1990,NYI,NHL,D,5.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
43134,vaskede01,1991,NYI,NHL,D,39.0,0.0,1.0,1.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
43135,vaskede01,1992,NYI,NHL,D,27.0,1.0,5.0,6.0,32.0,9.0,0.0,0.0,18.0,0.0,6.0,6.0,14.0,0.0,0.0,0.0,Dennis Vaske
43136,vaskede01,1993,NYI,NHL,D,65.0,2.0,11.0,13.0,76.0,21.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Dennis Vaske
43137,vaskede01,1994,NYI,NHL,D,41.0,1.0,11.0,12.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dennis Vaske
