,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
19786,jurcimi01,2011,NYI,NHL,D,65.0,3.0,8.0,11.0,30.0,-34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan Jurcina
19876,kalluan01,1979,NYI,NHL,R,76.0,22.0,30.0,52.0,16.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anders Kallur
19877,kalluan01,1980,NYI,NHL,R,78.0,36.0,28.0,64.0,32.0,25.0,7.0,6.0,12.0,4.0,3.0,7.0,10.0,0.0,2.0,0.0,Anders Kallur
19878,kalluan01,1981,NYI,NHL,R,58.0,18.0,22.0,40.0,18.0,5.0,2.0,3.0,19.0,1.0,6.0,7.0,8.0,0.0,1.0,0.0,Anders Kallur
19879,kalluan01,1982,NYI,NHL,R,55.0,6.0,8.0,14.0,33.0,9.0,1.0,1.0,20.0,3.0,12.0,15.0,12.0,1.0,1.0,0.0,Anders Kallur
19880,kalluan01,1983,NYI,NHL,R,65.0,9.0,14.0,23.0,24.0,0.0,2.0,3.0,17.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,Anders Kallur
19881,kalluan01,1984,NYI,NHL,C,51.0,10.0,8.0,18.0,26.0,-9.0,0.0,2.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,Anders Kallur
19909,kaminya01,1993,NYI,NHL,R,23.0,2.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Yan Kaminsky
19910,kaminya01,1994,NYI,NHL,L,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yan Kaminsky
20053,karpoal01,2003,NYI,NHL,D,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Karpovtsev
20068,kaspada01,1992,NYI,NHL,D,79.0,4.0,17.0,21.0,166.0,15.0,0.0,0.0,18.0,0.0,5.0,5.0,31.0,0.0,0.0,0.0,Darius Kasparaitis
20069,kaspada01,1993,NYI,NHL,D,76.0,1.0,10.0,11.0,142.0,-6.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,Darius Kasparaitis
20070,kaspada01,1994,NYI,NHL,D,13.0,0.0,1.0,1.0,22.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darius Kasparaitis
20071,kaspada01,1995,NYI,NHL,D,46.0,1.0,7.0,8.0,93.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darius Kasparaitis
20072,kaspada01,1996,NYI,NHL,D,18.0,0.0,5.0,5.0,16.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darius Kasparaitis
20113,kaszymi01,1977,NYI,NHL,C,58.0,13.0,29.0,42.0,24.0,15.0,3.0,0.0,7.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,Mike Kaszycki
20114,kaszymi01,1978,NYI,NHL,C,71.0,16.0,18.0,34.0,37.0,7.0,2.0,0.0,10.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,Mike Kaszycki
20115,kaszymi01,1979,NYI,NHL,C,16.0,1.0,4.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Kaszycki
20120,katicma01,2010,NYI,NHL,D,11.0,0.0,1.0,1.0,4.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Katic
20253,keithma01,2007,NYI,NHL,R,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Keith
20392,kennemi01,1998,NYI,NHL,C,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Kennedy
20457,kerral01,1984,NYI,NHL,R,19.0,3.0,1.0,4.0,24.0,-7.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,Alan Kerr
20458,kerral01,1985,NYI,NHL,L,7.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alan Kerr
20459,kerral01,1986,NYI,NHL,L,72.0,7.0,10.0,17.0,175.0,-10.0,0.0,1.0,14.0,1.0,4.0,5.0,25.0,0.0,0.0,0.0,Alan Kerr
20460,kerral01,1987,NYI,NHL,R,80.0,24.0,34.0,58.0,198.0,30.0,4.0,0.0,6.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,Alan Kerr
20461,kerral01,1988,NYI,NHL,R,71.0,20.0,18.0,38.0,144.0,-5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alan Kerr
20462,kerral01,1989,NYI,NHL,R,75.0,15.0,21.0,36.0,129.0,-1.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Alan Kerr
20463,kerral01,1990,NYI,NHL,R,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alan Kerr
20555,kharial01,2001,NYI,NHL,L,5.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Kharitonov
20671,kingde01,1986,NYI,NHL,L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20672,kingde01,1987,NYI,NHL,L,55.0,12.0,24.0,36.0,30.0,7.0,1.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,Derek King
20673,kingde01,1988,NYI,NHL,L,60.0,14.0,29.0,43.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20674,kingde01,1989,NYI,NHL,L,46.0,13.0,27.0,40.0,20.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Derek King
20675,kingde01,1990,NYI,NHL,L,66.0,19.0,26.0,45.0,44.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20676,kingde01,1991,NYI,NHL,L,80.0,40.0,38.0,78.0,46.0,-10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20677,kingde01,1992,NYI,NHL,L,77.0,38.0,38.0,76.0,47.0,-4.0,21.0,0.0,18.0,3.0,11.0,14.0,14.0,0.0,0.0,0.0,Derek King
20678,kingde01,1993,NYI,NHL,L,78.0,30.0,40.0,70.0,59.0,18.0,10.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Derek King
20679,kingde01,1994,NYI,NHL,L,43.0,10.0,16.0,26.0,41.0,-5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20680,kingde01,1995,NYI,NHL,L,61.0,12.0,20.0,32.0,23.0,-10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20681,kingde01,1996,NYI,NHL,L,70.0,23.0,30.0,53.0,20.0,-6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek King
20730,kipruma01,2001,NYI,NHL,D,27.0,0.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marko Kiprusoff
20864,klemean01,2009,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anton Klementyev
20973,koalsma01,2005,NYI,NHL,C,3.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matt Koalska
21014,kohndu01,2009,NYI,NHL,D,22.0,0.0,4.0,4.0,4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dustin Kohn
21070,kolniju01,2000,NYI,NHL,R,29.0,4.0,3.0,7.0,12.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juraj Kolnik
21071,kolniju01,2001,NYI,NHL,R,7.0,2.0,0.0,2.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Juraj Kolnik
21130,konopze01,2010,NYI,NHL,C,82.0,2.0,7.0,9.0,307.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zenon Konopka
21153,konrost01,1985,NYI,NHL,D,14.0,0.0,5.0,5.0,16.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Steve Konroyd
21154,konrost01,1986,NYI,NHL,D,72.0,5.0,16.0,21.0,70.0,-4.0,3.0,0.0,14.0,1.0,4.0,5.0,10.0,0.0,0.0,0.0,Steve Konroyd
21155,konrost01,1987,NYI,NHL,D,62.0,2.0,15.0,17.0,99.0,16.0,1.0,0.0,6.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,Steve Konroyd
21156,konrost01,1988,NYI,NHL,D,21.0,1.0,5.0,6.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Konroyd
21264,korolev01,1999,NYI,NHL,D,17.0,1.0,2.0,3.0,8.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evgeny Korolev
21265,korolev01,2000,NYI,NHL,D,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evgeny Korolev
21266,korolev01,2001,NYI,NHL,D,17.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evgeny Korolev
21285,kortkro01,1984,NYI,NHL,C,27.0,2.0,9.0,11.0,9.0,-3.0,1.0,0.0,10.0,0.0,3.0,3.0,17.0,0.0,0.0,0.0,Roger Kortko
21286,kortkro01,1985,NYI,NHL,C,52.0,5.0,8.0,13.0,19.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roger Kortko
21288,koskimi01,2010,NYI,NHL,G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mikko Koskinen
21408,kozlovi01,2006,NYI,NHL,C,81.0,25.0,26.0,51.0,28.0,12.0,5.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,Viktor Kozlov
21506,krogja01,1999,NYI,NHL,C,17.0,2.0,4.0,6.0,6.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Krog
21507,krogja01,2000,NYI,NHL,L,9.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Krog
21508,krogja01,2001,NYI,NHL,C,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Krog
21520,krommri01,1985,NYI,NHL,L,14.0,7.0,7.0,14.0,4.0,8.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Richard Kromm
21521,krommri01,1986,NYI,NHL,L,70.0,12.0,17.0,29.0,20.0,2.0,0.0,0.0,14.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,Richard Kromm
21522,krommri01,1987,NYI,NHL,L,71.0,5.0,10.0,15.0,20.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Richard Kromm
21523,krommri01,1988,NYI,NHL,L,20.0,1.0,6.0,7.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Kromm
21524,krommri01,1990,NYI,NHL,L,6.0,1.0,0.0,1.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Kromm
21525,krommri01,1991,NYI,NHL,L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Kromm
21526,krommri01,1992,NYI,NHL,L,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Kromm
21574,kruppuw01,1991,NYI,NHL,D,59.0,6.0,29.0,35.0,43.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uwe Krupp
21575,kruppuw01,1992,NYI,NHL,D,80.0,9.0,29.0,38.0,67.0,6.0,2.0,0.0,18.0,1.0,5.0,6.0,12.0,0.0,0.0,0.0,Uwe Krupp
21576,kruppuw01,1993,NYI,NHL,D,41.0,7.0,14.0,21.0,30.0,11.0,3.0,0.0,4.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,Uwe Krupp
21591,krusepa01,1996,NYI,NHL,L,48.0,4.0,2.0,6.0,111.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Kruse
21592,krusepa01,1997,NYI,NHL,L,62.0,6.0,1.0,7.0,138.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Kruse
21803,kurveto01,1991,NYI,NHL,D,74.0,9.0,47.0,56.0,30.0,-18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Kurvers
21804,kurveto01,1992,NYI,NHL,D,52.0,8.0,30.0,38.0,38.0,9.0,3.0,0.0,12.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,Tom Kurvers
21805,kurveto01,1993,NYI,NHL,D,66.0,9.0,31.0,40.0,47.0,7.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Tom Kurvers
21808,kushnda01,1989,NYI,NHL,L,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dale Kushner
21828,kvashol01,2000,NYI,NHL,C,62.0,11.0,9.0,20.0,46.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oleg Kvasha
21829,kvashol01,2001,NYI,NHL,L,71.0,13.0,25.0,38.0,80.0,-4.0,2.0,0.0,7.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,Oleg Kvasha
21830,kvashol01,2002,NYI,NHL,L,69.0,12.0,14.0,26.0,44.0,4.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Oleg Kvasha
21831,kvashol01,2003,NYI,NHL,L,81.0,15.0,36.0,51.0,48.0,4.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Oleg Kvasha
21832,kvashol01,2005,NYI,NHL,L,49.0,9.0,12.0,21.0,32.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oleg Kvasha
21952,lachasc01,1991,NYI,NHL,D,17.0,1.0,4.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21953,lachasc01,1992,NYI,NHL,D,75.0,7.0,17.0,24.0,67.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21954,lachasc01,1993,NYI,NHL,D,74.0,3.0,11.0,14.0,70.0,-5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21955,lachasc01,1994,NYI,NHL,D,26.0,6.0,7.0,13.0,26.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21956,lachasc01,1995,NYI,NHL,D,55.0,3.0,10.0,13.0,54.0,-19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21957,lachasc01,1996,NYI,NHL,D,81.0,3.0,11.0,14.0,47.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21958,lachasc01,1997,NYI,NHL,D,63.0,2.0,11.0,13.0,45.0,-11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
21959,lachasc01,1998,NYI,NHL,D,59.0,1.0,8.0,9.0,30.0,-19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Lachance
22035,lacroda01,1999,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Lacroix
22114,lafonpa01,1983,NYI,NHL,C,15.0,13.0,6.0,19.0,6.0,9.0,1.0,0.0,16.0,3.0,6.0,9.0,8.0,0.0,0.0,1.0,Pat LaFontaine
22115,lafonpa01,1984,NYI,NHL,C,67.0,19.0,35.0,54.0,32.0,9.0,1.0,0.0,9.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0,Pat LaFontaine
22116,lafonpa01,1985,NYI,NHL,C,65.0,30.0,23.0,53.0,43.0,16.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Pat LaFontaine
22117,lafonpa01,1986,NYI,NHL,C,80.0,38.0,32.0,70.0,70.0,-10.0,19.0,1.0,14.0,5.0,7.0,12.0,10.0,1.0,0.0,1.0,Pat LaFontaine
22118,lafonpa01,1987,NYI,NHL,C,75.0,47.0,45.0,92.0,52.0,12.0,15.0,0.0,6.0,4.0,5.0,9.0,8.0,1.0,0.0,1.0,Pat LaFontaine
22119,lafonpa01,1988,NYI,NHL,C,79.0,45.0,43.0,88.0,26.0,-8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pat LaFontaine
22120,lafonpa01,1989,NYI,NHL,C,74.0,54.0,51.0,105.0,38.0,-13.0,13.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Pat LaFontaine
22121,lafonpa01,1990,NYI,NHL,C,75.0,41.0,44.0,85.0,42.0,-6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Pat LaFontaine
22395,lanego01,1979,NYI,NHL,D,55.0,2.0,14.0,16.0,152.0,10.0,0.0,0.0,21.0,1.0,3.0,4.0,85.0,0.0,0.0,0.0,Gord Lane
22396,lanego01,1980,NYI,NHL,D,60.0,3.0,9.0,12.0,124.0,-6.0,0.0,1.0,12.0,1.0,5.0,6.0,32.0,0.0,0.0,0.0,Gord Lane
22397,lanego01,1981,NYI,NHL,D,51.0,0.0,13.0,13.0,98.0,26.0,0.0,0.0,19.0,0.0,4.0,4.0,61.0,0.0,0.0,0.0,Gord Lane
22398,lanego01,1982,NYI,NHL,D,44.0,3.0,4.0,7.0,87.0,1.0,0.0,0.0,18.0,1.0,2.0,3.0,32.0,0.0,0.0,0.0,Gord Lane
22399,lanego01,1983,NYI,NHL,D,37.0,0.0,3.0,3.0,70.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Gord Lane
22400,lanego01,1984,NYI,NHL,D,57.0,1.0,8.0,9.0,83.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Gord Lane
22425,langeda01,1979,NYI,NHL,D,76.0,3.0,13.0,16.0,109.0,11.0,0.0,1.0,21.0,0.0,3.0,3.0,32.0,0.0,0.0,0.0,Dave Langevin
22426,langeda01,1980,NYI,NHL,D,75.0,1.0,16.0,17.0,122.0,40.0,0.0,0.0,18.0,0.0,3.0,3.0,25.0,0.0,0.0,0.0,Dave Langevin
22427,langeda01,1981,NYI,NHL,D,73.0,1.0,20.0,21.0,82.0,34.0,0.0,0.0,19.0,2.0,4.0,6.0,16.0,0.0,0.0,0.0,Dave Langevin
22428,langeda01,1982,NYI,NHL,D,73.0,4.0,17.0,21.0,64.0,22.0,0.0,0.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,Dave Langevin
22429,langeda01,1983,NYI,NHL,D,69.0,3.0,16.0,19.0,53.0,26.0,0.0,0.0,12.0,0.0,4.0,4.0,18.0,0.0,0.0,0.0,Dave Langevin
22430,langeda01,1984,NYI,NHL,D,56.0,0.0,13.0,13.0,35.0,-6.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Dave Langevin
22610,lapoicl01,1996,NYI,NHL,C,73.0,13.0,5.0,18.0,49.0,-12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22611,lapoicl01,1997,NYI,NHL,C,78.0,10.0,10.0,20.0,47.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22612,lapoicl01,1998,NYI,NHL,C,82.0,14.0,23.0,37.0,62.0,-19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22613,lapoicl01,1999,NYI,NHL,C,76.0,15.0,16.0,31.0,60.0,-22.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22614,lapoicl01,2000,NYI,NHL,L,80.0,9.0,23.0,32.0,56.0,-2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22615,lapoicl01,2001,NYI,NHL,C,80.0,9.0,12.0,21.0,60.0,-9.0,0.0,3.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,Claude Lapointe
22616,lapoicl01,2002,NYI,NHL,C,66.0,6.0,6.0,12.0,20.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude Lapointe
22868,larsore01,1988,NYI,NHL,D,33.0,7.0,13.0,20.0,35.0,-8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reed Larson
22909,lauerbr01,1986,NYI,NHL,R,61.0,7.0,14.0,21.0,65.0,0.0,1.0,0.0,6.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,Brad Lauer
22910,lauerbr01,1987,NYI,NHL,R,69.0,17.0,18.0,35.0,67.0,13.0,3.0,0.0,5.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,Brad Lauer
22911,lauerbr01,1988,NYI,NHL,L,14.0,3.0,2.0,5.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Lauer
22912,lauerbr01,1989,NYI,NHL,L,63.0,6.0,18.0,24.0,19.0,5.0,0.0,0.0,4.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,Brad Lauer
22913,lauerbr01,1990,NYI,NHL,L,44.0,4.0,8.0,12.0,45.0,-6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Lauer
22914,lauerbr01,1991,NYI,NHL,L,8.0,1.0,0.0,1.0,2.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brad Lauer
22971,lavenbr01,1972,NYI,NHL,L,43.0,6.0,6.0,12.0,47.0,-42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Lavender
23009,lawrema01,1997,NYI,NHL,R,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawrence
23010,lawrema01,1998,NYI,NHL,R,60.0,14.0,16.0,30.0,38.0,-8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawrence
23011,lawrema01,1999,NYI,NHL,R,29.0,1.0,5.0,6.0,26.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawrence
23012,lawrema01,2000,NYI,NHL,R,36.0,3.0,4.0,7.0,32.0,-9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Lawrence
23025,lawsona01,2010,NYI,NHL,G,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathan Lawson
23042,laxdade01,1989,NYI,NHL,R,12.0,3.0,1.0,4.0,4.0,-4.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,Derek Laxdal
23043,laxdade01,1990,NYI,NHL,R,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek Laxdal
23230,ledinwa01,1974,NYI,NHL,L,2.0,0.0,1.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walt Ledingham
23231,ledinwa01,1976,NYI,NHL,L,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walt Ledingham
23355,leflebr01,1972,NYI,NHL,D,63.0,3.0,7.0,10.0,56.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Lefley
23356,leflebr01,1973,NYI,NHL,D,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan Lefley
23501,leiteke01,1984,NYI,NHL,D,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Leiter
23502,leiteke01,1985,NYI,NHL,D,9.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ken Leiter
23503,leiteke01,1986,NYI,NHL,D,74.0,9.0,20.0,29.0,30.0,2.0,4.0,0.0,11.0,0.0,5.0,5.0,6.0,0.0,0.0,0.0,Ken Leiter
23504,leiteke01,1987,NYI,NHL,D,51.0,4.0,13.0,17.0,24.0,18.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Ken Leiter
23775,letanal01,2002,NYI,NHL,D,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alan Letang
23861,lewisda01,1973,NYI,NHL,D,66.0,2.0,15.0,17.0,58.0,-7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Lewis
23862,lewisda01,1974,NYI,NHL,D,78.0,5.0,14.0,19.0,98.0,8.0,0.0,0.0,17.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,Dave Lewis
23863,lewisda01,1975,NYI,NHL,D,73.0,0.0,19.0,19.0,54.0,29.0,0.0,0.0,13.0,0.0,1.0,1.0,44.0,0.0,0.0,0.0,Dave Lewis
23864,lewisda01,1976,NYI,NHL,D,79.0,4.0,24.0,28.0,44.0,29.0,0.0,1.0,12.0,1.0,6.0,7.0,4.0,0.0,0.0,0.0,Dave Lewis
