,year,lgID,tmID,G,W,L,T,OTL,Pts,GF,GA,name,PIM,PPG,PPC,SHA,PKG,PKC,SHF,post_G,post_W,post_L,post_T,post_GF,post_GA,post_PIM,post_PPG,post_PKG,SC_champs
829,2005,NHL,PHI,82,45,26,0.0,11.0,101,267,259,Philadelphia Flyers,1201.0,80.0,444.0,6.0,97.0,465.0,19.0,6.0,2.0,4.0,0.0,14.0,27.0,129.0,3.0,7.0,0.0
830,2005,NHL,PHO,82,38,39,0.0,5.0,81,246,271,Phoenix Coyotes,1511.0,96.0,541.0,11.0,98.0,513.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,2005,NHL,PIT,82,22,46,0.0,14.0,58,244,316,Pittsburgh Penguins,1559.0,94.0,495.0,16.0,113.0,533.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,2005,NHL,SJS,82,44,27,0.0,11.0,99,266,242,San Jose Sharks,1058.0,91.0,500.0,11.0,77.0,399.0,10.0,11.0,6.0,5.0,0.0,29.0,29.0,144.0,11.0,12.0,0.0
833,2005,NHL,STL,82,21,46,0.0,15.0,57,197,292,St. Louis Blues,1373.0,75.0,512.0,8.0,82.0,461.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,2005,NHL,TBL,82,43,33,0.0,6.0,92,252,260,Tampa Bay Lightning,959.0,81.0,485.0,11.0,72.0,391.0,11.0,5.0,1.0,4.0,0.0,13.0,23.0,125.0,4.0,8.0,0.0
835,2005,NHL,TOR,82,41,33,0.0,8.0,90,257,270,Toronto Maple Leafs,1398.0,107.0,501.0,12.0,99.0,496.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,2005,NHL,VAN,82,42,32,0.0,8.0,92,256,255,Vancouver Canucks,1477.0,96.0,526.0,10.0,93.0,512.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,2005,NHL,WAS,82,29,41,0.0,12.0,70,237,306,Washington Capitals,1499.0,72.0,490.0,18.0,116.0,550.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,2006,NHL,AND,82,48,20,0.0,14.0,110,258,208,Anaheim Ducks,1457.0,89.0,398.0,4.0,61.0,410.0,4.0,21.0,16.0,5.0,0.0,58.0,45.0,371.0,16.0,16.0,1.0
839,2006,NHL,ATL,82,43,28,0.0,11.0,97,246,245,Atlanta Thrashers,1097.0,67.0,407.0,10.0,79.0,391.0,9.0,4.0,0.0,4.0,0.0,6.0,17.0,115.0,1.0,5.0,0.0
840,2006,NHL,BOS,82,35,41,0.0,6.0,76,219,289,Boston Bruins,1256.0,71.0,412.0,18.0,81.0,442.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,2006,NHL,BUF,82,53,22,0.0,7.0,113,308,242,Buffalo Sabres,1200.0,71.0,407.0,13.0,72.0,386.0,8.0,16.0,9.0,7.0,0.0,44.0,39.0,162.0,11.0,14.0,0.0
842,2006,NHL,CAL,82,43,29,0.0,10.0,96,258,226,Calgary Flames,1204.0,73.0,401.0,5.0,81.0,414.0,15.0,6.0,2.0,4.0,0.0,10.0,18.0,117.0,6.0,5.0,0.0
843,2006,NHL,CAR,82,40,34,0.0,8.0,88,241,253,Carolina Hurricanes,1021.0,67.0,447.0,8.0,61.0,395.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,2006,NHL,CBS,82,33,42,0.0,7.0,73,201,249,Columbus Blue Jackets,1357.0,65.0,438.0,10.0,85.0,453.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,2006,NHL,CHI,82,31,42,0.0,9.0,71,201,258,Chicago Blackhawks,1332.0,43.0,364.0,6.0,77.0,443.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,2006,NHL,COL,82,44,31,0.0,7.0,95,272,251,Colorado Avalanche,884.0,79.0,374.0,9.0,70.0,353.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,2006,NHL,DAL,82,50,25,0.0,7.0,107,226,197,Dallas Stars,1133.0,79.0,427.0,6.0,59.0,377.0,3.0,7.0,3.0,4.0,0.0,12.0,13.0,104.0,4.0,3.0,0.0
848,2006,NHL,DET,82,50,19,0.0,13.0,113,254,199,Detroit Red Wings,982.0,68.0,401.0,11.0,63.0,408.0,12.0,18.0,10.0,8.0,0.0,48.0,35.0,244.0,19.0,12.0,0.0
849,2006,NHL,EDM,82,32,43,0.0,7.0,71,195,248,Edmonton Oilers,1285.0,53.0,373.0,4.0,59.0,382.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,2006,NHL,FLO,82,35,31,0.0,16.0,86,247,257,Florida Panthers,1181.0,61.0,337.0,6.0,78.0,443.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,2006,NHL,LAK,82,27,41,0.0,14.0,68,227,283,Los Angeles Kings,1239.0,81.0,442.0,6.0,91.0,411.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,2006,NHL,MIN,82,48,26,0.0,8.0,104,235,191,Minnesota Wild,862.0,72.0,380.0,8.0,48.0,342.0,9.0,5.0,1.0,4.0,0.0,9.0,12.0,79.0,2.0,5.0,0.0
853,2006,NHL,MTL,82,42,34,0.0,6.0,90,245,256,Montreal Canadiens,1133.0,86.0,378.0,6.0,69.0,419.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,2006,NHL,NAS,82,51,23,0.0,8.0,110,272,212,Nashville Predators,1179.0,71.0,408.0,2.0,55.0,390.0,8.0,5.0,1.0,4.0,0.0,14.0,16.0,148.0,3.0,2.0,0.0
855,2006,NHL,NJD,82,49,24,0.0,9.0,107,216,201,New Jersey Devils,830.0,65.0,367.0,11.0,40.0,271.0,4.0,11.0,5.0,6.0,0.0,30.0,29.0,126.0,10.0,8.0,0.0
856,2006,NHL,NYI,82,40,30,0.0,12.0,92,248,240,New York Islanders,1062.0,63.0,348.0,9.0,79.0,433.0,7.0,5.0,1.0,4.0,0.0,11.0,17.0,54.0,2.0,4.0,0.0
857,2006,NHL,NYR,82,42,30,0.0,10.0,94,242,216,New York Rangers,1109.0,75.0,406.0,6.0,65.0,400.0,11.0,10.0,6.0,4.0,0.0,30.0,23.0,151.0,13.0,6.0,0.0
858,2006,NHL,OTT,82,48,25,0.0,9.0,105,288,222,Ottawa Senators,1173.0,72.0,403.0,12.0,61.0,394.0,17.0,20.0,13.0,7.0,0.0,59.0,47.0,246.0,18.0,12.0,0.0
859,2006,NHL,PHI,82,22,48,0.0,12.0,56,214,303,Philadelphia Flyers,1301.0,53.0,376.0,14.0,65.0,420.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,2006,NHL,PHO,82,31,46,0.0,5.0,67,216,284,Phoenix Coyotes,1445.0,66.0,400.0,13.0,92.0,425.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,2006,NHL,PIT,82,47,24,0.0,11.0,105,277,246,Pittsburgh Penguins,1249.0,94.0,463.0,13.0,75.0,419.0,14.0,5.0,1.0,4.0,0.0,10.0,18.0,78.0,4.0,6.0,0.0
862,2006,NHL,SJS,82,51,26,0.0,5.0,107,258,199,San Jose Sharks,955.0,92.0,410.0,4.0,55.0,330.0,7.0,11.0,6.0,5.0,0.0,25.0,27.0,165.0,4.0,8.0,0.0
863,2006,NHL,STL,82,34,35,0.0,13.0,81,214,254,St. Louis Blues,1223.0,46.0,381.0,10.0,83.0,414.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,2006,NHL,TBL,82,44,33,0.0,5.0,93,253,261,Tampa Bay Lightning,897.0,69.0,374.0,11.0,66.0,305.0,14.0,6.0,2.0,4.0,0.0,14.0,19.0,110.0,4.0,7.0,0.0
865,2006,NHL,TOR,82,40,31,0.0,11.0,91,258,269,Toronto Maple Leafs,1139.0,71.0,401.0,11.0,90.0,418.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,2006,NHL,VAN,82,49,26,0.0,7.0,105,222,201,Vancouver Canucks,1206.0,70.0,407.0,8.0,57.0,436.0,5.0,12.0,5.0,7.0,0.0,21.0,26.0,190.0,4.0,8.0,0.0
867,2006,NHL,WAS,82,28,40,0.0,14.0,70,235,286,Washington Capitals,1233.0,67.0,408.0,14.0,82.0,414.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2007,NHL,AND,82,47,27,0.0,8.0,102,205,191,Anaheim Ducks,1481.0,60.0,361.0,7.0,69.0,408.0,8.0,6.0,2.0,4.0,0.0,13.0,20.0,118.0,5.0,10.0,0.0
869,2007,NHL,ATL,82,34,40,0.0,8.0,76,216,272,Atlanta Thrashers,1077.0,52.0,316.0,10.0,75.0,354.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,2007,NHL,BOS,82,41,29,0.0,12.0,94,212,222,Boston Bruins,1069.0,56.0,319.0,6.0,71.0,332.0,9.0,7.0,3.0,4.0,0.0,15.0,19.0,87.0,3.0,3.0,0.0
871,2007,NHL,BUF,82,39,31,0.0,12.0,90,255,242,Buffalo Sabres,1004.0,66.0,366.0,8.0,56.0,333.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,2007,NHL,CAL,82,42,30,0.0,10.0,94,229,227,Calgary Flames,1342.0,59.0,352.0,8.0,72.0,388.0,9.0,7.0,3.0,4.0,0.0,17.0,19.0,70.0,6.0,6.0,0.0
873,2007,NHL,CAR,82,43,33,0.0,6.0,92,252,249,Carolina Hurricanes,1183.0,79.0,420.0,13.0,75.0,355.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,2007,NHL,CBS,82,34,36,0.0,12.0,80,193,218,Columbus Blue Jackets,1325.0,53.0,356.0,5.0,63.0,378.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2007,NHL,CHI,82,40,34,0.0,8.0,88,239,235,Chicago Blackhawks,1383.0,58.0,365.0,6.0,69.0,385.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,2007,NHL,COL,82,44,31,0.0,7.0,95,231,219,Colorado Avalanche,995.0,49.0,335.0,5.0,56.0,301.0,2.0,10.0,4.0,6.0,0.0,26.0,33.0,134.0,10.0,10.0,0.0
877,2007,NHL,DAL,82,45,30,0.0,7.0,97,242,207,Dallas Stars,1178.0,64.0,354.0,8.0,51.0,354.0,13.0,18.0,10.0,8.0,0.0,45.0,41.0,218.0,18.0,13.0,0.0
878,2007,NHL,DET,82,54,21,0.0,7.0,115,257,184,Detroit Red Wings,937.0,81.0,391.0,7.0,57.0,357.0,5.0,22.0,16.0,6.0,0.0,72.0,41.0,243.0,20.0,14.0,1.0
879,2007,NHL,EDM,82,41,35,0.0,6.0,88,235,251,Edmonton Oilers,1175.0,57.0,344.0,10.0,56.0,366.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,2007,NHL,FLO,82,38,35,0.0,9.0,85,216,226,Florida Panthers,1026.0,60.0,313.0,3.0,66.0,374.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,2007,NHL,LAK,82,32,43,0.0,7.0,71,231,266,Los Angeles Kings,954.0,64.0,366.0,4.0,68.0,309.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2007,NHL,MIN,82,44,28,0.0,10.0,98,223,218,Minnesota Wild,1098.0,64.0,338.0,10.0,49.0,330.0,3.0,6.0,2.0,4.0,0.0,12.0,17.0,141.0,3.0,6.0,0.0
883,2007,NHL,MTL,82,47,25,0.0,10.0,104,262,222,Montreal Canadiens,1090.0,90.0,374.0,3.0,60.0,342.0,8.0,12.0,5.0,7.0,0.0,33.0,35.0,133.0,8.0,7.0,0.0
884,2007,NHL,NAS,82,41,32,0.0,9.0,91,230,229,Nashville Predators,1027.0,53.0,358.0,10.0,49.0,335.0,7.0,6.0,2.0,4.0,0.0,12.0,17.0,68.0,2.0,3.0,0.0
885,2007,NHL,NJD,82,46,29,0.0,7.0,99,206,197,New Jersey Devils,974.0,50.0,320.0,7.0,54.0,314.0,6.0,5.0,1.0,4.0,0.0,12.0,19.0,56.0,5.0,4.0,0.0
886,2007,NHL,NYI,82,35,38,0.0,9.0,79,194,243,New York Islanders,1041.0,48.0,330.0,15.0,68.0,375.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,2007,NHL,NYR,82,42,27,0.0,13.0,97,213,199,New York Rangers,1154.0,61.0,370.0,6.0,53.0,343.0,4.0,10.0,5.0,5.0,0.0,31.0,27.0,150.0,7.0,10.0,0.0
888,2007,NHL,OTT,82,43,31,0.0,8.0,94,261,247,Ottawa Senators,1175.0,60.0,328.0,6.0,72.0,380.0,18.0,4.0,0.0,4.0,0.0,5.0,16.0,85.0,1.0,6.0,0.0
889,2007,NHL,PHI,82,42,29,0.0,11.0,95,248,233,Philadelphia Flyers,1471.0,84.0,385.0,6.0,65.0,388.0,13.0,17.0,9.0,8.0,0.0,52.0,54.0,232.0,15.0,18.0,0.0
890,2007,NHL,PHO,82,38,37,0.0,7.0,83,214,231,Phoenix Coyotes,1193.0,63.0,339.0,12.0,64.0,332.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
