,playerID,year,tmID,lgID,GP,Min,W,L,T/OL,SHO,GA,PostGP,PostMin,PostW,PostL,PostT,PostSHO,PostGA,firstName,lastName,HOF
2332,lundqhe01,2009,NYR,NHL,73.0,4204.0,35.0,27.0,10.0,4.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Henrik,Lundqvist,0.0
2333,lundqhe01,2010,NYR,NHL,68.0,4007.0,36.0,27.0,5.0,11.0,152.0,5.0,346.0,1.0,4.0,0.0,0.0,13.0,Henrik,Lundqvist,0.0
2334,luongro01,1999,NYI,NHL,24.0,1292.0,7.0,14.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2335,luongro01,2000,FLO,NHL,47.0,2628.0,12.0,24.0,7.0,5.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2336,luongro01,2001,FLO,NHL,58.0,3030.0,16.0,33.0,4.0,4.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2337,luongro01,2002,FLO,NHL,65.0,3627.0,20.0,34.0,7.0,6.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2338,luongro01,2003,FLO,NHL,72.0,4252.0,25.0,33.0,14.0,7.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2339,luongro01,2005,FLO,NHL,75.0,4305.0,35.0,30.0,9.0,4.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2340,luongro01,2006,VAN,NHL,76.0,4490.0,47.0,22.0,6.0,5.0,171.0,12.0,847.0,5.0,7.0,0.0,0.0,25.0,Roberto,Luongo,0.0
2341,luongro01,2007,VAN,NHL,73.0,4233.0,35.0,29.0,9.0,6.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roberto,Luongo,0.0
2342,luongro01,2008,VAN,NHL,54.0,3181.0,33.0,13.0,7.0,9.0,124.0,10.0,618.0,6.0,4.0,0.0,1.0,26.0,Roberto,Luongo,0.0
2343,luongro01,2009,VAN,NHL,68.0,3899.0,40.0,22.0,4.0,4.0,167.0,12.0,707.0,6.0,6.0,0.0,0.0,38.0,Roberto,Luongo,0.0
2344,luongro01,2010,VAN,NHL,60.0,3590.0,38.0,15.0,7.0,4.0,126.0,25.0,1427.0,15.0,10.0,0.0,4.0,61.0,Roberto,Luongo,0.0
2345,macdojo01,2006,DET,NHL,8.0,468.0,1.0,5.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2346,macdojo01,2006,BOS,NHL,7.0,358.0,2.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2347,macdojo01,2007,NYI,NHL,2.0,120.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2348,macdojo01,2008,NYI,NHL,49.0,2792.0,14.0,26.0,6.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2349,macdojo01,2009,TOR,NHL,6.0,319.0,1.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2350,macdojo01,2010,DET,NHL,15.0,721.0,5.0,5.0,3.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joey,MacDonald,0.0
2351,macindr01,2007,VAN,NHL,2.0,61.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Drew,MacIntyre,0.0
2352,mackesh01,1982,NJD,NHL,4.0,130.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shawn,MacKenzie,0.0
2353,madelda01,1992,OTT,NHL,2.0,90.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrin,Madeley,0.0
2354,madelda01,1993,OTT,NHL,32.0,1583.0,3.0,18.0,5.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrin,Madeley,0.0
2355,madelda01,1994,OTT,NHL,5.0,255.0,1.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrin,Madeley,0.0
2356,malarcl01,1981,QUE,NHL,2.0,120.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2357,malarcl01,1982,QUE,NHL,15.0,900.0,8.0,5.0,2.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2358,malarcl01,1983,QUE,NHL,23.0,1215.0,10.0,9.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2359,malarcl01,1985,QUE,NHL,46.0,2657.0,26.0,12.0,4.0,4.0,142.0,3.0,143.0,0.0,2.0,0.0,0.0,11.0,Clint,Malarchuk,0.0
2360,malarcl01,1986,QUE,NHL,54.0,3092.0,18.0,26.0,9.0,1.0,175.0,3.0,140.0,0.0,2.0,0.0,0.0,8.0,Clint,Malarchuk,0.0
2361,malarcl01,1987,WAS,NHL,54.0,2926.0,24.0,20.0,4.0,4.0,154.0,4.0,193.0,0.0,2.0,0.0,0.0,15.0,Clint,Malarchuk,0.0
2362,malarcl01,1988,WAS,NHL,42.0,2428.0,16.0,18.0,7.0,1.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2363,malarcl01,1988,BUF,NHL,7.0,326.0,3.0,1.0,1.0,1.0,13.0,1.0,59.0,0.0,1.0,0.0,0.0,5.0,Clint,Malarchuk,0.0
2364,malarcl01,1989,BUF,NHL,29.0,1596.0,14.0,11.0,2.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2365,malarcl01,1990,BUF,NHL,37.0,2131.0,12.0,14.0,10.0,1.0,119.0,4.0,246.0,2.0,2.0,0.0,0.0,17.0,Clint,Malarchuk,0.0
2366,malarcl01,1991,BUF,NHL,29.0,1639.0,10.0,13.0,3.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Clint,Malarchuk,0.0
2367,manelge01,1990,NYI,NHL,4.0,140.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George,Maneluk,0.0
2377,maniace01,1972,MNS,NHL,47.0,2736.0,21.0,18.0,6.0,5.0,132.0,5.0,309.0,2.0,3.0,0.0,2.0,9.0,Cesare,Maniago,0.0
2378,maniace01,1973,MNS,NHL,40.0,2378.0,12.0,18.0,10.0,1.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,Maniago,0.0
2379,maniace01,1974,MNS,NHL,37.0,2129.0,11.0,21.0,4.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,Maniago,0.0
2380,maniace01,1975,MNS,NHL,47.0,2704.0,13.0,27.0,5.0,2.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,Maniago,0.0
2381,maniace01,1976,VAN,NHL,47.0,2699.0,17.0,21.0,9.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,Maniago,0.0
2382,maniace01,1977,VAN,NHL,46.0,2570.0,10.0,24.0,8.0,1.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cesare,Maniago,0.0
2383,mannipe01,2008,NYI,NHL,3.0,133.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,Mannino,0.0
2384,mannipe01,2010,ATL,NHL,2.0,73.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,Mannino,0.0
2385,maracno01,1997,DET,NHL,4.0,178.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Maracle,0.0
2386,maracno01,1998,DET,NHL,16.0,821.0,6.0,5.0,2.0,0.0,31.0,2.0,58.0,0.0,0.0,0.0,0.0,3.0,Norm,Maracle,0.0
2387,maracno01,1999,ATL,NHL,32.0,1618.0,4.0,19.0,2.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Maracle,0.0
2388,maracno01,2000,ATL,NHL,13.0,753.0,2.0,8.0,3.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Maracle,0.0
2389,maracno01,2001,ATL,NHL,1.0,60.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Maracle,0.0
2391,markkju01,2001,EDM,NHL,14.0,784.0,6.0,4.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jussi,Markkanen,0.0
2392,markkju01,2002,EDM,NHL,22.0,1180.0,7.0,8.0,3.0,3.0,51.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,Jussi,Markkanen,0.0
2393,markkju01,2003,NYR,NHL,26.0,1244.0,8.0,12.0,1.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jussi,Markkanen,0.0
2394,markkju01,2003,EDM,NHL,7.0,394.0,2.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jussi,Markkanen,0.0
2395,markkju01,2005,EDM,NHL,37.0,2016.0,15.0,12.0,6.0,0.0,105.0,6.0,360.0,3.0,3.0,0.0,1.0,13.0,Jussi,Markkanen,0.0
2396,markkju01,2006,EDM,NHL,22.0,992.0,5.0,9.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jussi,Markkanen,0.0
2397,marksja02,2010,FLO,NHL,1.0,40.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacob,Markstrom,0.0
2401,masonbo01,1983,WAS,NHL,2.0,120.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2402,masonbo01,1984,WAS,NHL,12.0,661.0,8.0,2.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2403,masonbo01,1985,WAS,NHL,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2404,masonbo01,1986,WAS,NHL,45.0,2536.0,20.0,18.0,5.0,0.0,137.0,4.0,309.0,2.0,2.0,0.0,1.0,9.0,Bob,Mason,0.0
2405,masonbo01,1987,CHI,NHL,41.0,2312.0,13.0,18.0,8.0,0.0,160.0,1.0,60.0,0.0,1.0,0.0,0.0,3.0,Bob,Mason,0.0
2406,masonbo01,1988,QUE,NHL,22.0,1168.0,5.0,14.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2407,masonbo01,1989,WAS,NHL,16.0,822.0,4.0,9.0,1.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2408,masonbo01,1990,VAN,NHL,6.0,353.0,2.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Mason,0.0
2409,masonch02,1998,NAS,NHL,3.0,69.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2410,masonch02,2000,NAS,NHL,1.0,59.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2411,masonch02,2003,NAS,NHL,17.0,744.0,4.0,4.0,1.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2412,masonch02,2005,NAS,NHL,23.0,1227.0,12.0,5.0,1.0,2.0,52.0,5.0,296.0,1.0,4.0,0.0,0.0,17.0,Chris,Mason,0.0
2413,masonch02,2006,NAS,NHL,40.0,2342.0,24.0,11.0,4.0,5.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2414,masonch02,2007,NAS,NHL,51.0,2692.0,18.0,22.0,6.0,4.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2415,masonch02,2008,STL,NHL,57.0,3215.0,27.0,21.0,7.0,6.0,129.0,4.0,256.0,0.0,4.0,0.0,0.0,10.0,Chris,Mason,0.0
2416,masonch02,2009,STL,NHL,61.0,3512.0,30.0,22.0,8.0,2.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2417,masonch02,2010,ATL,NHL,33.0,1682.0,13.0,13.0,3.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris,Mason,0.0
2418,masonst01,2008,CBS,NHL,61.0,3664.0,33.0,20.0,7.0,10.0,140.0,4.0,239.0,0.0,4.0,0.0,0.0,17.0,Steve,Mason,0.0
2419,masonst01,2009,CBS,NHL,58.0,3201.0,20.0,26.0,9.0,5.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve,Mason,0.0
2420,masonst01,2010,CBS,NHL,54.0,3027.0,24.0,21.0,7.0,3.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve,Mason,0.0
2425,mattsma01,1979,WIN,NHL,21.0,1200.0,5.0,11.0,4.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus,Mattsson,0.0
2426,mattsma01,1980,WIN,NHL,31.0,1707.0,3.0,21.0,4.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus,Mattsson,0.0
2427,mattsma01,1982,MNS,NHL,2.0,100.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus,Mattsson,0.0
2428,mattsma01,1982,LAK,NHL,19.0,899.0,5.0,5.0,4.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus,Mattsson,0.0
2429,mattsma01,1983,LAK,NHL,19.0,1101.0,7.0,8.0,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Markus,Mattsson,0.0
2430,mayda01,1985,STL,NHL,3.0,184.0,1.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrell,May,0.0
2431,mayda01,1987,STL,NHL,3.0,180.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darrell,May,0.0
2444,mccolth01,2010,DET,NHL,1.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas,McCollum,0.0
2453,mcdufpe01,1972,NYR,NHL,1.0,60.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,McDuffe,0.0
2454,mcdufpe01,1973,NYR,NHL,6.0,340.0,3.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,McDuffe,0.0
2455,mcdufpe01,1974,KCS,NHL,36.0,2100.0,7.0,25.0,4.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,McDuffe,0.0
2456,mcdufpe01,1975,DET,NHL,4.0,240.0,0.0,3.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter,McDuffe,0.0
2458,mcelhcu01,2007,CAL,NHL,5.0,150.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtis,McElhinney,0.0
2459,mcelhcu01,2008,CAL,NHL,14.0,518.0,1.0,6.0,1.0,0.0,31.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,Curtis,McElhinney,0.0
2460,mcelhcu01,2009,CAL,NHL,10.0,502.0,3.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtis,McElhinney,0.0
2461,mcelhcu01,2009,AND,NHL,10.0,521.0,5.0,1.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtis,McElhinney,0.0
2462,mcelhcu01,2010,AND,NHL,21.0,996.0,6.0,9.0,1.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtis,McElhinney,0.0
2463,mcelhcu01,2010,OTT,NHL,7.0,399.0,3.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtis,McElhinney,0.0
2465,mckayro01,1990,HAR,NHL,1.0,35.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ross,McKay,0.0
2466,mckenbi01,1973,DET,NHL,13.0,720.0,4.0,4.0,4.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2467,mckenbi01,1974,DET,NHL,13.0,740.0,1.0,9.0,2.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2468,mckenbi01,1975,KCS,NHL,22.0,1120.0,1.0,16.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2469,mckenbi01,1976,COR,NHL,5.0,200.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2470,mckenbi01,1977,COR,NHL,12.0,654.0,3.0,6.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2471,mckenbi01,1979,COR,NHL,26.0,1342.0,9.0,12.0,3.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill,McKenzie,0.0
2472,mckenmi01,2008,TBL,NHL,15.0,776.0,4.0,8.0,1.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,McKenna,0.0
2473,mckenmi01,2010,NJD,NHL,2.0,118.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,McKenna,0.0
2474,mckicst01,1990,VAN,NHL,1.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve,McKichan,0.0
2476,mcleaki01,1985,NJD,NHL,2.0,111.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2477,mcleaki01,1986,NJD,NHL,4.0,160.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2478,mcleaki01,1987,VAN,NHL,41.0,2380.0,11.0,27.0,3.0,1.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2479,mcleaki01,1988,VAN,NHL,42.0,2477.0,20.0,17.0,3.0,4.0,127.0,5.0,302.0,2.0,3.0,0.0,0.0,18.0,Kirk,McLean,0.0
2480,mcleaki01,1989,VAN,NHL,63.0,3739.0,21.0,30.0,10.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2481,mcleaki01,1990,VAN,NHL,41.0,1969.0,10.0,22.0,3.0,0.0,131.0,2.0,123.0,1.0,1.0,0.0,0.0,7.0,Kirk,McLean,0.0
2482,mcleaki01,1991,VAN,NHL,65.0,3852.0,38.0,17.0,9.0,5.0,176.0,13.0,785.0,6.0,7.0,0.0,2.0,33.0,Kirk,McLean,0.0
2483,mcleaki01,1992,VAN,NHL,54.0,3261.0,28.0,21.0,5.0,3.0,184.0,12.0,754.0,6.0,6.0,0.0,0.0,42.0,Kirk,McLean,0.0
2484,mcleaki01,1993,VAN,NHL,52.0,3128.0,23.0,26.0,3.0,3.0,156.0,24.0,1544.0,15.0,9.0,0.0,4.0,59.0,Kirk,McLean,0.0
2485,mcleaki01,1994,VAN,NHL,40.0,2374.0,18.0,12.0,10.0,1.0,109.0,11.0,660.0,4.0,7.0,0.0,0.0,36.0,Kirk,McLean,0.0
2486,mcleaki01,1995,VAN,NHL,45.0,2645.0,15.0,21.0,9.0,2.0,156.0,1.0,21.0,0.0,1.0,0.0,0.0,3.0,Kirk,McLean,0.0
2487,mcleaki01,1996,VAN,NHL,44.0,2581.0,21.0,18.0,3.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2488,mcleaki01,1997,VAN,NHL,29.0,1583.0,6.0,17.0,4.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2489,mcleaki01,1997,CAR,NHL,8.0,401.0,4.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2490,mcleaki01,1997,FLO,NHL,7.0,406.0,4.0,2.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2491,mcleaki01,1998,FLO,NHL,30.0,1597.0,9.0,10.0,4.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2492,mcleaki01,1999,NYR,NHL,22.0,1206.0,7.0,8.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2493,mcleaki01,2000,NYR,NHL,23.0,1220.0,8.0,10.0,1.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kirk,McLean,0.0
2494,mclelda01,1972,VAN,NHL,2.0,120.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave,McLelland,0.0
2495,mclenja01,1993,NYI,NHL,22.0,1287.0,8.0,7.0,6.0,0.0,61.0,2.0,82.0,0.0,1.0,0.0,0.0,6.0,Jamie,McLennan,0.0
2496,mclenja01,1994,NYI,NHL,21.0,1185.0,6.0,11.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2497,mclenja01,1995,NYI,NHL,13.0,636.0,3.0,9.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2498,mclenja01,1997,STL,NHL,30.0,1658.0,16.0,8.0,2.0,2.0,60.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,Jamie,McLennan,0.0
2499,mclenja01,1998,STL,NHL,33.0,1763.0,13.0,14.0,4.0,3.0,70.0,1.0,37.0,0.0,1.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2500,mclenja01,1999,STL,NHL,19.0,1009.0,9.0,5.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2501,mclenja01,2000,MIN,NHL,38.0,2230.0,5.0,23.0,9.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2502,mclenja01,2002,CAL,NHL,22.0,1165.0,2.0,11.0,4.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2503,mclenja01,2003,CAL,NHL,26.0,1446.0,12.0,9.0,3.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2504,mclenja01,2003,NYR,NHL,4.0,244.0,1.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2505,mclenja01,2005,FLO,NHL,17.0,678.0,2.0,4.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2506,mclenja01,2006,CAL,NHL,9.0,533.0,3.0,5.0,1.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie,McLennan,0.0
2530,mcraego01,1972,TOR,NHL,11.0,620.0,7.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gord,McRae,0.0
2531,mcraego01,1974,TOR,NHL,20.0,1063.0,10.0,3.0,6.0,0.0,57.0,7.0,441.0,2.0,5.0,0.0,0.0,21.0,Gord,McRae,0.0
2532,mcraego01,1975,TOR,NHL,20.0,956.0,6.0,5.0,2.0,0.0,59.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,Gord,McRae,0.0
2533,mcraego01,1976,TOR,NHL,2.0,120.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gord,McRae,0.0
2534,mcraego01,1977,TOR,NHL,18.0,1040.0,7.0,10.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gord,McRae,0.0
2535,mcvicro01,2005,VAN,NHL,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rob,McVicar,0.0
2536,melanro01,1980,NYI,NHL,11.0,620.0,8.0,1.0,1.0,0.0,32.0,3.0,92.0,1.0,0.0,0.0,0.0,6.0,Roland,Melanson,0.0
2537,melanro01,1981,NYI,NHL,36.0,2115.0,22.0,7.0,6.0,0.0,114.0,3.0,64.0,0.0,1.0,0.0,0.0,5.0,Roland,Melanson,0.0
2538,melanro01,1982,NYI,NHL,44.0,2460.0,24.0,12.0,5.0,1.0,109.0,5.0,238.0,2.0,2.0,0.0,0.0,10.0,Roland,Melanson,0.0
2539,melanro01,1983,NYI,NHL,37.0,2019.0,20.0,11.0,2.0,0.0,110.0,6.0,87.0,0.0,1.0,0.0,0.0,5.0,Roland,Melanson,0.0
2540,melanro01,1984,NYI,NHL,8.0,425.0,3.0,3.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2541,melanro01,1984,MNS,NHL,20.0,1142.0,5.0,10.0,3.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2542,melanro01,1985,MNS,NHL,6.0,325.0,2.0,1.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2543,melanro01,1985,LAK,NHL,22.0,1246.0,4.0,16.0,1.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2544,melanro01,1986,LAK,NHL,46.0,2734.0,18.0,21.0,6.0,1.0,168.0,5.0,260.0,1.0,4.0,0.0,0.0,24.0,Roland,Melanson,0.0
2545,melanro01,1987,LAK,NHL,47.0,2676.0,17.0,20.0,7.0,2.0,195.0,1.0,60.0,0.0,1.0,0.0,0.0,9.0,Roland,Melanson,0.0
2546,melanro01,1988,LAK,NHL,4.0,178.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2547,melanro01,1990,NJD,NHL,1.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
2548,melanro01,1991,MTL,NHL,9.0,492.0,5.0,3.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Roland,Melanson,0.0
